No.,Time,Source,Destination,Protocol,Length,Info,Time,Result
606,2017-03-06 16:05:42.302681,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:42,THR
607,2017-03-06 16:05:42.504206,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:42,OK
608,2017-03-06 16:05:42.508649,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:42,OK
609,2017-03-06 16:05:42.512280,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:42,THR
610,2017-03-06 16:05:42.714001,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:42,OK
611,2017-03-06 16:05:42.717789,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:42,OK
612,2017-03-06 16:05:42.721102,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:42,THR
613,2017-03-06 16:05:42.923641,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:42,OK
614,2017-03-06 16:05:42.928542,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:42,OK
615,2017-03-06 16:05:42.934285,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:42,THR
616,2017-03-06 16:05:43.137192,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
617,2017-03-06 16:05:43.140994,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
618,2017-03-06 16:05:43.145326,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:43,THR
619,2017-03-06 16:05:43.347014,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
620,2017-03-06 16:05:43.350832,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
621,2017-03-06 16:05:43.354840,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:43,THR
622,2017-03-06 16:05:43.556644,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
623,2017-03-06 16:05:43.561678,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
624,2017-03-06 16:05:43.565149,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:43,THR
625,2017-03-06 16:05:43.767435,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
626,2017-03-06 16:05:43.771823,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
627,2017-03-06 16:05:43.776977,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:43,THR
628,2017-03-06 16:05:43.979607,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
629,2017-03-06 16:05:43.983486,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:43,OK
630,2017-03-06 16:05:43.987101,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:43,THR
631,2017-03-06 16:05:44.197206,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:44,OK
632,2017-03-06 16:05:44.202981,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:44,OK
633,2017-03-06 16:05:44.207380,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:44,THR
634,2017-03-06 16:05:44.410081,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:44,OK
635,2017-03-06 16:05:44.414067,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:44,OK
636,2017-03-06 16:05:44.417780,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:44,THR
637,2017-03-06 16:05:44.619005,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:44,OK
638,2017-03-06 16:05:44.622920,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:44,OK
639,2017-03-06 16:05:44.627690,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:44,THR
640,2017-03-06 16:05:44.829424,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:44,OK
641,2017-03-06 16:05:44.833178,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:44,OK
642,2017-03-06 16:05:44.836632,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:44,THR
643,2017-03-06 16:05:45.039167,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
644,2017-03-06 16:05:45.044192,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
645,2017-03-06 16:05:45.047483,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:45,THR
646,2017-03-06 16:05:45.248906,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
647,2017-03-06 16:05:45.253034,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
648,2017-03-06 16:05:45.257171,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:45,THR
649,2017-03-06 16:05:45.458847,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
650,2017-03-06 16:05:45.462507,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
651,2017-03-06 16:05:45.466217,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:45,THR
652,2017-03-06 16:05:45.668592,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
653,2017-03-06 16:05:45.673049,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
654,2017-03-06 16:05:45.676518,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:45,THR
655,2017-03-06 16:05:45.878103,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
656,2017-03-06 16:05:45.884159,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:45,OK
657,2017-03-06 16:05:45.887697,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:45,THR
658,2017-03-06 16:05:46.089986,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
659,2017-03-06 16:05:46.093827,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
660,2017-03-06 16:05:46.097286,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:46,THR
661,2017-03-06 16:05:46.299113,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
662,2017-03-06 16:05:46.302711,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
663,2017-03-06 16:05:46.305970,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:46,THR
664,2017-03-06 16:05:46.507167,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
665,2017-03-06 16:05:46.511011,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
666,2017-03-06 16:05:46.514611,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:46,THR
667,2017-03-06 16:05:46.715688,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
668,2017-03-06 16:05:46.719486,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
669,2017-03-06 16:05:46.722948,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:46,THR
670,2017-03-06 16:05:46.924451,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
671,2017-03-06 16:05:46.928451,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:46,OK
672,2017-03-06 16:05:46.932795,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:46,THR
673,2017-03-06 16:05:47.134095,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
674,2017-03-06 16:05:47.138157,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
675,2017-03-06 16:05:47.141658,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:47,THR
676,2017-03-06 16:05:47.343364,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
677,2017-03-06 16:05:47.347273,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
678,2017-03-06 16:05:47.350810,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:47,THR
679,2017-03-06 16:05:47.552206,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
680,2017-03-06 16:05:47.556564,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
681,2017-03-06 16:05:47.559922,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:47,THR
682,2017-03-06 16:05:47.761467,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
683,2017-03-06 16:05:47.765282,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
684,2017-03-06 16:05:47.769301,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:47,THR
685,2017-03-06 16:05:47.971463,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
686,2017-03-06 16:05:47.975286,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:47,OK
687,2017-03-06 16:05:47.978748,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:47,THR
688,2017-03-06 16:05:48.179467,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:48,OK
689,2017-03-06 16:05:48.183350,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:48,OK
690,2017-03-06 16:05:48.186810,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:48,THR
691,2017-03-06 16:05:48.388281,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:48,OK
692,2017-03-06 16:05:48.392658,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:48,OK
693,2017-03-06 16:05:48.396388,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:48,THR
694,2017-03-06 16:05:48.618713,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:48,OK
695,2017-03-06 16:05:48.622826,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:48,OK
696,2017-03-06 16:05:48.625818,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:48,THR
697,2017-03-06 16:05:48.827822,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:48,OK
698,2017-03-06 16:05:48.831683,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:48,OK
699,2017-03-06 16:05:48.834988,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:48,THR
700,2017-03-06 16:05:49.036866,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
701,2017-03-06 16:05:49.041055,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
702,2017-03-06 16:05:49.044479,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:49,THR
703,2017-03-06 16:05:49.246490,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
704,2017-03-06 16:05:49.252123,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
705,2017-03-06 16:05:49.256221,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:49,THR
706,2017-03-06 16:05:49.457885,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
707,2017-03-06 16:05:49.461556,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
708,2017-03-06 16:05:49.465115,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:49,THR
709,2017-03-06 16:05:49.666873,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
710,2017-03-06 16:05:49.670932,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
711,2017-03-06 16:05:49.674498,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:49,THR
712,2017-03-06 16:05:49.875508,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
713,2017-03-06 16:05:49.879427,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:49,OK
714,2017-03-06 16:05:49.883126,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:49,THR
715,2017-03-06 16:05:50.086745,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
716,2017-03-06 16:05:50.090754,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
717,2017-03-06 16:05:50.094230,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:50,THR
718,2017-03-06 16:05:50.295823,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
719,2017-03-06 16:05:50.300064,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
720,2017-03-06 16:05:50.303499,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:50,THR
721,2017-03-06 16:05:50.504964,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
722,2017-03-06 16:05:50.509120,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
723,2017-03-06 16:05:50.512569,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:50,THR
724,2017-03-06 16:05:50.714741,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
725,2017-03-06 16:05:50.718768,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
726,2017-03-06 16:05:50.722114,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:50,THR
727,2017-03-06 16:05:50.924566,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
728,2017-03-06 16:05:50.931479,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:50,OK
729,2017-03-06 16:05:50.934997,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:50,THR
730,2017-03-06 16:05:51.135907,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
731,2017-03-06 16:05:51.140040,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
732,2017-03-06 16:05:51.143464,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:51,THR
733,2017-03-06 16:05:51.345526,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
734,2017-03-06 16:05:51.349389,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
735,2017-03-06 16:05:51.352732,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:51,THR
736,2017-03-06 16:05:51.553848,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
737,2017-03-06 16:05:51.558189,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
738,2017-03-06 16:05:51.561805,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:51,THR
739,2017-03-06 16:05:51.762546,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
740,2017-03-06 16:05:51.766502,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
741,2017-03-06 16:05:51.770099,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:51,THR
742,2017-03-06 16:05:51.970489,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
743,2017-03-06 16:05:51.974101,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:51,OK
744,2017-03-06 16:05:51.978347,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:51,THR
745,2017-03-06 16:05:52.179933,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:52,OK
746,2017-03-06 16:05:52.183719,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:52,OK
747,2017-03-06 16:05:52.187095,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:52,THR
748,2017-03-06 16:05:52.388092,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:52,OK
749,2017-03-06 16:05:52.391944,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:52,OK
750,2017-03-06 16:05:52.395726,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:52,THR
751,2017-03-06 16:05:52.618742,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:52,OK
752,2017-03-06 16:05:52.622284,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:52,OK
753,2017-03-06 16:05:52.625594,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:52,THR
754,2017-03-06 16:05:52.827162,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:52,OK
755,2017-03-06 16:05:52.831112,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:52,OK
756,2017-03-06 16:05:52.834197,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:52,THR
757,2017-03-06 16:05:53.035372,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
758,2017-03-06 16:05:53.039075,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
759,2017-03-06 16:05:53.042842,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:53,THR
760,2017-03-06 16:05:53.244093,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
761,2017-03-06 16:05:53.247956,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
762,2017-03-06 16:05:53.251486,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:53,THR
763,2017-03-06 16:05:53.453033,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
764,2017-03-06 16:05:53.458596,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
765,2017-03-06 16:05:53.461958,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:53,THR
766,2017-03-06 16:05:53.664768,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
767,2017-03-06 16:05:53.669285,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
768,2017-03-06 16:05:53.672979,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:53,THR
769,2017-03-06 16:05:53.874122,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
770,2017-03-06 16:05:53.878506,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:53,OK
771,2017-03-06 16:05:53.881954,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:53,THR
772,2017-03-06 16:05:54.083299,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:54,OK
773,2017-03-06 16:05:54.087044,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:54,OK
774,2017-03-06 16:05:54.091436,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:54,THR
775,2017-03-06 16:05:54.293420,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:54,OK
776,2017-03-06 16:05:54.297137,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:54,OK
777,2017-03-06 16:05:54.300606,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:54,THR
778,2017-03-06 16:05:54.501172,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:54,OK
779,2017-03-06 16:05:54.504818,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:54,OK
780,2017-03-06 16:05:54.508395,192.168.233.145,192.168.233.114,SMPP,70,"SMPP Submit_sm - resp: ""Throttling error (ESME exceeded allowed message limits)""",16:05:54,THR
781,2017-03-06 16:05:54.709802,192.168.233.145,192.168.233.114,SMPP,78,"[TCP Previous segment not captured] SMPP Submit_sm - resp: ""Ok""",16:05:54,OK
782,2017-03-06 16:05:54.713342,192.168.233.145,192.168.233.114,SMPP,78,"SMPP Submit_sm - resp: ""Ok""",16:05:54,OK
