8;12;44;27;45;23
16;10;44;42;19;6
4;36;35;26;15;29
25;4;28;26;35;27
26;31;27;20;23;9
38;29;9;1;26;18
1;15;38;45;21;4
10;35;24;19;45;44
2;33;32;43;31;8
13;11;39;3;18;40
44;11;24;20;45;13
40;19;30;38;9;32
38;39;32;42;13;44
15;32;36;16;27;8
5;40;7;10;25;24
43;29;7;41;17;8
34;2;43;28;22;29
44;42;33;12;3;39
41;44;5;38;13;24
29;31;44;24;8;10
9;31;6;13;14;19
27;17;3;43;44;36
19;20;32;26;16;14
36;3;14;5;20;1
14;42;10;20;43;7
32;35;13;21;12;36
12;4;19;43;17;25
20;36;15;10;45;18
41;14;37;45;44;9
42;15;36;3;26;29
36;23;32;18;37;26
9;37;30;1;19;28
37;30;44;22;4;42
40;3;1;45;24;11
3;40;30;8;1;24
24;43;11;5;34;44
21;17;18;11;23;14
25;5;14;1;32;30
7;16;9;10;4;20
3;33;42;21;26;39
4;45;34;40;44;11
45;7;11;15;42;38
42;45;15;30;8;13
2;17;45;4;33;35
37;2;32;34;28;35
20;43;38;40;9;26
30;16;41;28;18;20
6;40;36;12;31;11
27;31;26;6;9;14
41;17;39;42;29;33
23;41;32;4;3;30
7;19;22;32;15;34
39;13;21;31;32;1
26;7;3;39;31;19
37;6;2;35;9;16
21;16;25;10;6;24
21;38;9;20;11;24
34;21;28;17;16;38
36;6;32;30;33;25
31;15;27;44;10;3
33;39;42;24;35;32
30;24;35;3;32;13
11;3;26;9;44;10
11;9;26;25;8;24
20;27;43;31;9;34
17;16;22;32;37;42
42;22;34;12;43;36
15;33;27;19;28;34
41;27;15;26;16;44
15;31;9;19;29;28
4;12;30;8;40;36
41;15;6;42;20;24
30;44;37;13;11;43
12;3;33;14;40;26
2;45;28;12;41;16
32;25;4;23;19;2
42;43;41;22;7;6
30;17;44;27;4;43
1;41;5;12;21;13
39;11;36;4;31;41
3;10;29;28;23;8
11;16;24;1;13;2
16;5;37;30;1;29
13;41;17;15;36;27
27;29;21;44;41;22
41;25;1;29;43;5
12;22;30;45;36;39
3;18;25;30;5;28
39;41;42;37;7;10
19;42;1;23;43;21
25;42;10;34;5;7
41;9;18;42;38;37
32;42;15;13;35;29
19;5;10;15;30;44
12;19;22;29;44;45
26;30;20;21;32;31
3;10;32;39;7;36
26;24;8;12;43;42
6;42;30;31;25;39
13;15;29;18;5;35
14;13;45;2;21;15
40;34;19;18;4;24
13;9;21;18;26;43
28;4;40;43;45;8
7;8;11;12;19;28
33;5;16;15;30;11
5;31;16;1;45;43
33;18;21;8;9;31
16;23;36;15;30;25
11;10;16;41;23;30
4;22;13;16;10;23
30;1;13;22;5;17
40;29;7;44;18;36
31;41;27;13;16;15
36;18;29;21;35;44
43;25;11;34;39;36
45;22;27;7;13;40
20;12;9;41;43;14
1;17;37;22;31;18
35;6;20;19;28;27
26;27;3;7;5;6
23;30;4;3;44;2
16;40;45;7;30;3
1;12;41;3;8;7
35;10;39;38;2;44
18;4;1;19;15;44
4;6;38;35;13;5
5;11;32;21;42;3
1;21;28;37;42;26
5;17;38;2;27;29
44;24;40;28;37;34
2;23;39;45;10;14
1;14;18;12;5;8
40;44;32;39;26;6
7;9;6;8;33;18
4;17;15;38;45;30
14;43;25;30;33;13
31;35;11;30;32;24
6;20;24;8;10;33
21;17;12;34;24;22
4;28;13;3;43;32
42;18;14;28;40;23
18;40;7;13;16;27
9;29;12;20;45;4
14;3;35;13;16;38
37;32;7;15;40;3
43;23;6;20;14;26
5;8;1;7;20;25
11;20;16;39;45;8
30;19;38;42;21;15
9;28;7;26;31;37
24;20;23;37;25;43
39;7;35;15;30;10
20;30;2;29;27;23
7;40;21;33;31;38
4;45;9;6;10;11
8;16;23;43;22;34
21;39;14;3;1;38
28;29;6;8;41;10
19;2;43;16;33;10
1;11;42;13;2;39
8;30;44;38;3;28
21;5;38;12;30;2
21;25;30;4;17;5
21;4;8;13;20;42
30;2;22;6;21;38
5;4;16;28;26;14
43;24;12;5;20;17
42;41;1;20;17;39
31;45;19;9;26;8
33;7;11;35;4;29
31;1;6;21;22;7
38;15;20;26;40;44
20;26;38;29;23;18
39;21;28;34;16;36
1;34;39;37;44;33
16;9;28;2;34;38
3;25;35;32;4;12
14;1;21;28;30;5
2;33;44;28;45;29
39;32;45;18;43;19
32;23;2;44;26;1
28;40;2;45;37;29
40;27;19;45;21;44
3;32;6;1;31;40
34;7;22;39;9;33
18;7;27;13;2;41
2;33;8;17;12;22
25;4;10;27;16;19
7;10;26;36;23;45
10;19;44;7;22;27
19;16;37;27;15;2
36;34;20;8;23;15
32;25;21;18;10;34
32;11;7;2;39;19
17;24;30;27;4;31
43;10;29;26;37;7
39;21;7;38;6;45
16;18;2;45;7;39
17;12;30;22;43;29
19;32;7;10;42;39
24;34;39;4;31;43
35;3;18;34;6;39
21;15;8;6;32;16
44;7;24;17;31;34
5;27;36;29;18;45
38;9;22;45;12;7
30;6;32;44;2;34
38;45;11;34;20;25
9;2;43;10;14;24
39;16;4;10;30;20
28;13;25;32;12;43
37;10;11;23;29;27
2;27;35;22;33;42
28;41;15;44;43;25
3;28;19;44;27;5
9;15;45;30;2;8
37;13;3;22;38;29
32;3;34;25;28;40
37;31;13;32;34;42
41;6;11;17;42;19
35;43;42;26;12;7
25;8;33;40;23;44
4;17;16;37;3;41
41;6;45;23;34;24
13;2;1;3;41;40
39;13;8;22;40;26
31;7;13;11;12;6
31;42;17;8;34;45
43;28;17;12;21;3
24;45;40;30;11;25
29;23;19;25;22;26
21;30;17;33;26;36
16;7;12;18;8;5
31;40;43;10;24;26
1;45;35;42;25;13
29;41;30;6;9;24
15;16;8;42;17;13
11;35;4;9;3;31
25;27;26;9;40;33
2;16;8;15;31;20
33;10;11;20;35;37
14;34;16;36;43;30
14;21;11;42;26;5
14;45;13;36;23;38
43;44;12;40;35;41
14;45;8;33;12;43
32;39;13;1;19;28
25;10;28;3;6;13
34;13;12;2;42;44
26;19;7;37;40;36
9;6;31;43;28;20
40;23;35;16;44;39
12;31;17;5;29;4
44;43;4;14;17;10
2;1;36;40;35;42
12;28;27;33;9;34
44;10;27;31;11;4
10;12;20;38;26;28
35;26;27;41;22;8
43;17;23;1;24;42
19;8;25;31;40;41
22;45;32;8;26;14
4;39;24;42;37;10
26;1;13;45;5;24
31;1;30;24;14;10
3;36;25;40;7;44
42;8;6;16;39;4
39;37;42;13;44;26
37;41;11;21;14;18
30;19;5;21;2;42
12;18;1;41;5;40
19;42;33;36;14;44
38;14;13;32;43;33
32;24;27;17;33;23
26;35;23;15;34;19
8;7;40;11;18;28
5;13;20;9;41;26
38;27;29;26;21;3
1;21;24;26;11;27
13;8;9;20;39;40
34;17;32;24;37;8
30;21;42;8;10;17
18;27;24;1;32;14
26;37;41;25;20;7
39;44;37;8;12;4
32;3;25;28;6;17
11;25;6;29;42;1
20;4;7;30;15;24
8;35;5;4;29;10
45;27;40;15;30;26
27;3;4;16;39;25
13;16;44;3;35;42
3;31;32;9;28;8
8;28;36;16;34;37
19;38;36;31;23;35
15;11;13;44;30;14
38;22;3;16;34;18
20;14;11;39;13;33
3;34;6;23;22;18
37;10;31;30;26;8
23;32;15;16;2;30
19;7;9;33;27;4
3;4;17;37;36;44
18;20;21;16;42;28
2;12;4;21;1;42
41;6;2;16;39;15
6;42;44;2;28;41
1;5;30;22;37;44
42;24;10;14;7;27
25;21;4;28;27;42
8;42;15;9;38;18
23;37;15;22;13;12
5;12;14;10;1;42
32;4;28;24;18;12
16;19;2;27;25;18
9;43;27;7;40;13
5;39;25;38;3;12
27;14;19;22;17;30
11;22;32;12;16;33
27;26;28;21;37;16
11;13;45;42;1;7
28;34;11;3;44;7
9;12;15;5;23;21
5;18;42;1;36;30
26;43;27;11;2;15
21;39;30;25;20;2
11;2;38;8;36;4
23;29;39;5;28;2
28;38;34;44;19;31
11;38;39;13;19;4
9;26;18;39;28;24
26;29;30;38;27;39
39;15;3;42;2;27
24;28;37;10;2;4
32;40;34;11;43;1
22;29;37;12;44;40
21;9;12;2;19;33
13;16;28;1;27;18
45;37;38;9;17;40
42;33;29;12;30;10
7;29;5;13;21;32
32;6;26;8;14;35
2;19;28;44;4;15
36;34;24;22;37;16
25;5;23;38;19;13
13;3;34;27;12;40
7;5;28;2;25;6
36;2;14;12;33;44
44;32;24;38;8;19
8;41;18;31;21;33
7;32;20;13;41;11
38;26;32;21;7;24
2;4;41;25;36;26
44;31;43;23;15;37
5;26;8;22;21;17
42;5;7;31;9;10
24;43;4;21;42;6
36;10;5;43;16;11
13;20;26;37;40;22
34;9;23;42;7;28
36;2;31;10;12;8
8;11;45;43;3;32
20;28;21;17;5;33
27;10;1;37;22;13
13;5;15;25;24;30
43;38;3;17;19;39
6;38;19;32;29;33
34;35;28;19;24;25
39;38;22;7;5;44
10;45;13;25;32;9
40;14;20;26;12;33
5;7;18;24;21;41
10;40;38;28;32;12
10;36;45;33;27;31
27;17;6;15;42;28
5;44;34;30;11;29
26;3;23;44;24;5
9;40;14;1;24;12
23;18;4;5;28;34
7;27;6;12;13;42
7;35;38;41;11;44
33;6;9;1;10;44
17;35;1;11;38;24
22;29;20;32;40;35
43;25;41;20;31;27
19;2;34;29;33;45
23;10;35;1;5;26
42;2;28;44;10;12
24;39;19;3;2;37
39;5;26;8;7;24
20;24;33;31;44;22
24;40;14;33;25;36
24;16;35;39;4;13
9;16;20;43;32;34
24;6;21;3;28;14
13;27;2;10;25;20
38;3;28;35;1;45
3;36;38;1;28;8
45;30;25;3;9;33
32;2;3;44;27;19
37;11;29;42;26;4
43;13;29;38;19;25
28;10;4;40;38;43
36;37;17;32;6;30
28;26;37;34;2;17
3;42;27;33;35;20
25;33;30;24;19;42
34;15;25;13;4;1
44;37;16;35;4;6
8;28;27;25;26;39
16;42;18;25;36;31
27;31;33;6;41;8
15;10;33;37;14;4
37;31;12;4;40;18
27;26;17;16;39;13
8;2;13;24;42;14
3;36;4;9;2;29
31;37;5;35;39;26
29;10;30;4;2;12
29;21;22;37;18;30
17;39;36;31;12;43
20;45;9;19;13;32
17;45;5;22;15;43
5;43;33;31;40;37
29;7;17;15;21;31
7;15;1;34;6;14
36;18;37;40;34;16
19;22;16;18;39;11
28;19;5;44;15;25
10;37;7;21;44;32
17;31;24;35;25;1
35;39;2;4;21;8
9;25;27;15;18;31
36;15;19;8;40;41
11;43;19;34;14;32
41;19;36;7;1;38
40;32;34;30;9;11
16;9;31;6;23;1
33;8;15;29;13;10
11;10;25;30;35;38
45;31;39;40;9;22
39;41;14;1;21;44
23;2;41;31;35;8
33;28;37;16;10;34
41;6;38;2;1;28
20;26;22;18;37;27
15;44;10;4;23;28
27;2;6;42;1;29
37;17;15;14;13;31
29;16;25;38;3;4
31;27;17;28;6;35
4;16;8;12;33;21
8;42;36;16;25;11
1;15;41;37;26;40
25;16;38;7;23;44
36;5;44;16;7;23
9;40;12;16;3;10
6;39;41;42;44;33
23;16;45;29;19;5
6;15;4;12;9;16
22;14;44;5;27;4
25;31;11;44;8;32
24;22;28;4;29;18
7;34;20;43;10;5
23;7;4;12;39;40
23;39;21;10;32;42
34;25;31;41;11;37
18;16;44;29;38;13
11;14;33;28;27;8
22;25;37;21;36;4
2;41;27;5;11;18
10;44;38;6;20;45
10;34;5;8;45;31
16;1;23;11;33;10
33;18;30;9;45;40
6;2;17;29;32;23
24;42;19;1;41;7
18;41;37;29;4;9
32;21;3;12;30;26
39;32;9;41;40;25
32;25;38;39;27;19
29;40;38;34;16;22
39;25;2;26;34;36
45;8;32;34;41;13
1;6;7;30;15;33
45;5;2;36;35;14
8;21;35;32;1;38
8;18;39;37;19;28
3;34;1;4;19;9
16;14;31;26;35;22
5;36;34;45;1;17
35;33;5;20;34;7
18;29;5;6;3;13
42;26;21;17;31;38
24;12;35;23;44;34
41;44;38;27;36;5
19;29;18;24;43;34
45;36;3;33;4;8
39;7;23;11;45;3
24;19;39;45;29;40
19;25;17;45;18;26
23;28;37;7;18;21
33;11;27;39;10;5
37;38;6;41;8;28
1;8;4;34;16;2
41;39;35;14;16;38
23;4;29;26;33;10
33;40;14;15;9;5
5;35;4;9;17;45
36;27;17;1;37;23
27;38;25;2;37;11
11;13;36;5;35;1
20;39;5;42;17;7
6;1;27;36;3;41
26;12;19;27;44;15
10;30;16;6;33;40
38;24;7;15;26;9
6;9;34;38;16;22
37;33;38;3;30;4
13;19;37;12;30;4
41;34;37;19;32;1
4;25;14;24;21;38
41;43;23;34;2;20
14;31;13;43;15;18
4;40;31;34;5;9
32;29;42;28;22;44
45;14;8;44;31;27
4;10;2;15;19;17
4;36;14;7;41;27
9;3;36;25;15;42
18;41;9;37;31;40
3;5;32;35;15;42
38;13;9;44;36;25
1;8;2;27;5;40
42;16;21;28;11;22
30;8;34;4;20;33
9;35;10;32;15;21
10;24;22;35;32;38
44;33;12;28;39;26
10;44;40;39;14;30
42;7;34;8;29;27
17;12;16;30;34;42
32;39;21;4;27;12
14;3;21;18;25;19
43;32;9;23;12;13
41;2;7;34;40;17
36;43;42;45;34;1
19;2;18;22;25;29
10;13;5;27;21;29
45;22;27;24;32;8
41;45;34;42;7;35
10;38;29;43;33;23
6;32;23;4;21;36
6;31;20;34;44;36
38;15;20;31;39;45
16;43;3;36;20;29
8;11;9;32;7;15
35;14;16;30;17;21
37;1;25;5;20;10
21;45;41;19;5;39
22;25;2;21;17;41
22;41;11;33;40;26
12;45;14;3;8;24
43;27;38;41;15;23
28;4;3;14;5;40
25;18;4;6;20;19
23;15;8;43;38;31
5;20;44;40;1;26
11;44;30;34;14;27
36;26;44;32;40;17
1;31;30;20;13;7
25;9;33;44;27;26
23;11;36;31;24;28
21;8;37;27;32;16
20;45;5;22;24;25
44;36;17;24;30;9
4;5;1;3;10;14
26;37;13;29;34;8
2;17;11;13;18;21
13;39;14;16;18;5
18;32;15;22;39;7
21;30;14;10;3;23
12;41;26;9;34;43
7;38;16;4;25;34
9;30;2;1;13;11
6;15;24;30;44;35
18;41;43;35;6;38
21;37;5;38;13;26
22;25;31;1;7;17
36;6;26;33;5;14
10;31;28;36;41;2
20;2;8;7;21;22
15;5;4;18;31;39
9;45;34;3;8;18
35;2;15;19;24;8
40;34;41;43;24;31
32;37;21;29;24;9
18;25;6;27;28;26
13;30;19;16;4;6
20;40;1;43;32;4
7;20;18;23;8;13
19;21;3;38;15;23
37;10;22;11;32;21
44;15;22;32;24;20
6;11;18;41;21;30
10;1;8;32;31;7
27;7;40;18;22;9
43;44;1;18;5;20
37;12;25;27;43;1
22;3;21;32;38;43
20;25;13;9;21;17
20;5;8;29;17;2
29;1;21;11;36;33
29;30;7;33;4;9
19;17;40;9;11;23
31;15;35;42;23;38
41;43;28;35;16;39
36;33;18;42;29;3
16;44;29;7;25;14
20;16;40;11;5;9
4;2;1;31;19;24
42;2;6;11;39;36
27;4;14;41;36;32
32;36;42;33;37;27
6;28;18;14;31;40
27;8;16;4;9;42
6;35;34;24;14;26
3;35;18;26;29;22
9;31;34;24;21;6
29;15;43;28;8;6
23;42;41;9;12;38
4;1;32;34;6;41
12;35;9;23;5;19
2;35;25;19;31;34
27;26;29;19;43;25
36;44;40;17;2;45
31;7;10;44;21;41
15;41;11;7;9;25
29;42;45;15;14;38
10;39;19;23;18;20
37;2;38;18;13;24
44;2;21;7;3;35
15;8;23;44;33;9
5;41;2;31;30;38
24;6;38;5;21;28
44;3;28;19;34;9
45;40;10;39;6;19
10;44;18;2;42;8
14;33;45;36;27;26
10;2;9;36;38;11
14;39;13;26;28;17
44;32;31;40;27;2
33;40;15;30;11;10
15;23;7;12;39;44
37;38;5;10;14;27
12;10;16;1;19;20
27;5;38;18;20;22
1;30;20;8;16;37
9;22;1;15;36;37
27;22;8;24;9;29
